"W1","W2","W3","W4","Y"
1,1.10250117955729,0,0.125733867287636,0
0,3.10559969162568,1,0.842746695270762,0
0,2.27533334400505,0,0.542631157441065,0
0,0.235640513710678,1,0.606946107465774,0
0,3.77524846349843,0,0.0166729253251106,0
1,4.78204361279495,2,0.284292017575353,0
0,3.21920730173588,2,0.584939019288868,0
1,0.188270879443735,1,0.976896537002176,1
0,0.119086223421618,2,0.852431364124641,1
1,3.64693196373992,1,0.00174553622491658,0
0,3.66867916309275,2,0.274031225591898,0
0,3.19789912435226,3,0.362598459003493,0
1,3.99387745885178,0,0.385832018218935,0
0,3.68651983328164,1,0.506059980485588,1
1,2.68244858132675,3,0.0217459436971694,0
0,4.85808146419004,2,0.435667562764138,0
0,4.88320200121962,0,0.408571975771338,1
0,1.62733801174909,0,0.364954473217949,0
1,1.92455396521837,0,0.837563442299142,1
0,4.99261834425852,3,0.813645726535469,0
0,1.61109604290687,1,0.250782990362495,1
0,1.29975996213034,2,0.809418543707579,0
1,4.80722784996033,0,0.134458735585213,0
1,0.541144240414724,1,0.704354154644534,1
0,1.33107702829875,1,0.670965008903295,0
0,2.06956926733255,2,0.667267970275134,1
0,1.35033016093075,1,0.868609834229574,0
0,1.29581684595905,0,0.1587377008982,0
0,3.08120252913795,0,0.820548981195316,0
0,4.41224142792635,0,0.924288678914309,0
1,4.09805282601155,0,0.36079425807111,0
0,1.09532811795361,0,0.470146082807332,1
0,3.84494490921497,0,0.497702316846699,0
0,0.297200178029016,1,0.72979928040877,0
0,2.15681060915813,1,0.603809084044769,0
0,4.36292420490645,0,0.871822802117094,0
0,3.15993281663395,1,0.34015531768091,1
0,4.30664927931502,0,0.637698336970061,0
1,2.80316576361656,3,0.339386091101915,1
1,1.57281440566294,0,0.17239150009118,0
0,2.41613005404361,0,0.169651111122221,0
0,0.871076541952789,1,0.536306739551947,0
0,1.84183203731664,2,0.722277238732204,0
0,2.47650513774715,0,0.855007082456723,0
0,1.87726346775889,1,0.375519915949553,0
1,4.96085793711245,1,0.0182380597107112,0
0,2.90563283488154,0,0.44385286886245,1
0,3.24508388526738,2,0.0676870048046112,0
0,3.55162546387874,1,0.808294498594478,1
1,0.683743932750076,2,0.833772469079122,0
1,0.913333219941705,2,0.33525105798617,1
0,1.04231440695003,1,0.451381438877434,0
0,1.7258012178354,3,0.493861413327977,0
0,0.596834736643359,2,0.453196729533374,0
1,1.4598203683272,2,0.145517210708931,0
0,3.9259456761647,2,0.424436275381595,1
0,2.59705945733003,1,0.455540199996904,0
0,2.43030408280902,1,0.425453488714993,0
1,3.52334179333411,0,0.114877026295289,0
1,4.98994287918322,2,0.286544998642057,0
1,2.22630416508764,2,0.0439015941228718,0
0,3.28599471715279,1,0.844274366041645,0
0,4.68697213684209,0,0.920230688294396,0
0,3.65263463463634,0,0.960235266480595,0
0,4.39361151773483,1,0.535514922812581,0
1,0.790765525307506,1,0.405468471581116,1
1,2.78565885615535,1,0.546330566285178,0
0,4.02674698852934,0,0.81170635833405,0
0,3.09128102730028,1,0.324506686301902,0
1,2.30920679285191,1,0.434398164507002,0
0,1.88752730377018,2,0.171317247208208,0
1,3.93703631008975,0,0.362869341159239,0
1,0.860110219800845,2,0.10852571297437,0
0,3.69671933935024,0,0.59604805172421,1
1,4.68548542237841,1,0.172221146058291,0
0,0.804029835853726,0,0.731986958766356,0
1,4.97447791160084,2,0.198223967570812,0
1,2.23070304258727,0,0.297530519077554,0
1,3.8442039466463,0,0.459499207092449,1
0,3.66952915210277,0,0.999947952572256,0
1,2.31071581831202,1,0.215926770819351,0
1,3.68586423108354,2,0.408837571041659,1
0,3.02476943354122,2,0.177101931301877,0
0,3.31254640128464,1,0.537717857165262,0
0,4.46769179659896,1,0.457755887182429,0
0,2.73117606644519,0,0.849736174801365,0
0,1.43798080855049,2,0.795853927964345,0
1,2.9280072345864,1,0.552454193355516,1
0,3.63659400725737,1,0.625912366202101,0
1,1.0225877200719,1,0.74219726328738,1
0,1.74956827075221,1,0.540238910354674,0
1,0.0626851071137935,3,0.693837849423289,0
1,3.99128833319992,3,0.288077946519479,0
0,2.57601954624988,2,0.146187156205997,1
1,4.61161738377996,1,0.158995821606368,0
0,4.84226968605071,0,0.772409274009988,0
1,3.83522671763785,0,0.254691739333794,1
1,3.20115262176841,1,0.0768127054907382,0
0,1.6228363616392,2,0.930829337565228,0
1,0.682381647638977,1,0.419833624269813,1
1,4.51361630228348,0,0.430908945854753,1
0,0.455773147987202,1,0.691283110063523,0
0,0.492205653572455,2,0.637023598654196,0
0,1.35477373260073,0,0.986109071411192,1
1,4.30639574304223,2,0.167360452702269,0
1,2.67688854364678,1,0.298429820453748,1
0,1.55909990775399,2,0.917718844022602,0
0,2.54188383347355,0,0.205364886904135,0
1,0.810490393778309,0,0.834388290531933,1
1,3.27523997286335,0,0.130362553521991,0
1,4.3246938358061,1,0.00622832286171615,0
1,0.365851212991402,1,0.051856099627912,0
1,0.344203079584986,0,0.692709160735831,1
0,1.78767741541378,1,0.353604100411758,0
0,4.53584751696326,2,0.230870732106268,0
1,2.0026962517295,0,0.801126128761098,0
0,3.18392596207559,0,0.510567480232567,0
0,0.458436704939231,0,0.357241522055119,0
0,1.43900915747508,2,0.516594093991444,0
1,0.530064736958593,0,0.324019141495228,1
0,2.48287591151893,2,0.494276922661811,0
1,1.17301124031655,2,0.305127582047135,1
0,2.46594951488078,4,0.965349809732288,0
0,1.32550943293609,0,0.980005632154644,1
1,3.03379341377877,1,0.634039924945682,1
0,4.84343534568325,0,0.616526112658903,0
0,3.00269885570742,2,0.817082931753248,0
0,2.81822766643018,2,0.797232915880159,0
1,2.53760966937989,0,0.148764801910147,0
1,4.91271590464748,0,0.384171379264444,0
0,1.54995143879205,2,0.0157942827790976,0
1,1.76657998585142,0,0.157039429293945,0
0,0.28140438022092,2,0.57141421106644,0
1,0.660845146048814,1,0.0751258300151676,0
0,1.02840865612961,2,0.644224746385589,0
1,3.7280872836709,0,0.0535108020994812,0
1,2.53815849660896,1,0.499185769120231,1
1,3.23192651034333,1,0.287244143895805,0
0,1.03316158754751,1,0.823437107726932,1
0,4.46535298135132,0,0.873794999904931,0
0,3.25180218089372,1,0.630106502445415,0
0,1.45051995059475,3,0.848028549924493,0
0,2.29683540877886,0,0.553418146912009,1
0,4.59541911724955,1,0.982849738327786,0
0,4.33846789761446,1,0.50738652376458,0
0,3.73606123263016,0,0.483908261638135,0
1,1.8037106806878,1,0.674118843162432,1
1,0.971878428244963,1,0.200901163043454,0
0,1.04623258463107,1,0.345774641493335,0
0,4.25418279599398,0,0.411297309445217,1
0,3.49986713496037,2,0.558169863419607,0
0,1.72381122130901,3,0.91094321385026,0
0,0.49831124022603,1,0.903933826135471,0
1,2.39430387155153,2,0.20675818878226,0
0,4.37581261852756,1,0.698004017816857,0
1,0.822050319984555,1,0.730615553213283,1
1,0.278384952107444,1,0.386409095022827,1
1,4.82417573337443,2,0.0310657606460154,0
0,2.83846044447273,2,0.0932269617915154,0
0,3.73993687331676,0,0.714026145637035,0
1,2.20445149694569,0,0.284613360185176,0
1,3.26200134819373,0,0.208764405688271,0
0,0.418798382161185,0,0.561007865238935,1
1,4.52069165185094,1,0.0631787714082748,0
0,3.56919604819268,1,0.165663896594197,0
0,2.15306492522359,2,0.954861400648952,1
1,3.62366402405314,0,0.0672958241775632,0
0,4.63198504061438,0,0.607728692702949,0
0,1.16225049365312,0,0.850123602431267,0
0,1.5869745821692,0,0.885473540984094,1
0,3.3660110027995,1,0.957489226711914,0
0,2.67744492390193,1,0.67922376934439,0
0,1.96445091278292,2,0.550088674994186,0
0,1.05660077184439,0,0.583066164050251,0
0,4.15470860782079,2,0.605509262066334,1
1,4.97672225232236,1,0.316670801956207,0
0,0.974545225035399,1,0.991240893257782,0
0,4.9556252209004,0,0.717146048555151,0
1,0.688466550782323,1,0.0028115448076278,0
1,0.429349944461137,0,0.00644634244963527,0
0,0.652490253560245,0,0.862478666938841,0
0,4.91992352879606,0,0.820570284500718,1
0,2.47740110033192,0,0.804530905559659,0
0,1.67458743206225,1,0.789000903721899,0
0,4.57559132599272,2,0.214369119377807,1
1,0.000941308680921793,1,0.487098905723542,1
1,3.79526932956651,3,0.981195271480829,1
1,3.27687147539109,1,0.227909729583189,0
0,1.796378105646,1,0.165053497301415,0
0,3.244571282994,0,0.681067493045703,0
1,0.810037241317332,2,0.892029279842973,0
0,4.91995683405548,2,0.861130906036124,0
0,0.0814060564152896,0,0.789762579835951,0
0,2.08885917905718,0,0.443567896028981,0
1,3.5473521379754,1,0.78545710304752,1
0,4.06400506384671,1,0.0335917896591127,0
0,3.39073903043754,0,0.459847044665366,0
0,1.00533278542571,1,0.755428999196738,1
0,1.61216538283043,1,0.479793789098039,0
1,0.240332348039374,1,0.46603769226931,1
0,2.42755044600926,1,0.185492834076285,1
0,0.0587241083849221,1,0.861034779809415,0
0,4.79774799430743,1,0.290574416751042,0
0,2.52544256160036,2,0.101397254504263,0
1,4.53683870146051,0,0.154483911581337,0
0,4.51049686642364,0,0.913636351702735,1
1,0.941688590683043,2,0.0874269243795425,0
0,1.0954290011432,2,0.739386431407183,0
0,1.53554931050166,1,0.921523087890819,0
0,3.70442643528804,0,0.420595428207889,0
1,2.33143048011698,0,0.571158604230732,0
1,0.0614877825137228,2,0.659940065816045,0
0,1.19860838633031,2,0.851097406120971,0
0,0.942891960730776,3,0.454145504161716,1
0,2.74466172209941,1,0.989889865042642,0
1,3.24735542410053,0,0.260990938404575,0
0,2.07705075852573,3,0.222576818661764,0
1,1.42096622963436,0,0.401314001064748,0
0,2.70569722400978,2,0.717081398470327,0
0,0.876808562316,0,0.632396367378533,0
1,4.1629558277782,1,0.263485795585439,0
0,3.04568014806136,0,0.584255941445008,0
0,3.02173379808664,0,0.891150666633621,0
0,1.11559790675528,0,0.810495455982164,0
0,3.16681157797575,1,0.201576383551583,1
0,3.37637283140793,1,0.616550280014053,1
0,3.5778849828057,0,0.24931700900197,1
1,4.57492966786958,2,0.993359122890979,1
0,4.46216323412955,2,0.820292180171236,0
0,3.06841831887141,1,0.744751245016232,0
1,2.35130796558224,1,0.124313216190785,0
1,2.58557467954233,0,0.680949799949303,1
0,4.83486856450327,0,0.69997970899567,0
0,1.88739555305801,1,0.689103605458513,0
1,4.00742553407326,0,0.0798006658442318,0
0,4.704599827528,0,0.409124302212149,0
1,4.31067241705023,1,0.609977640910074,1
1,2.93310680775903,1,0.18441700655967,0
0,0.551794552011415,1,0.320601050276309,0
0,3.91272875596769,3,0.968304064823315,0
0,1.70744229573756,1,0.272559424396604,0
1,1.46989666856825,2,0.72514322749339,1
0,1.71586877317168,1,0.632630930049345,1
0,1.16127674351446,1,0.179852024884894,0
1,4.84882524004206,1,0.164416104787961,0
1,0.410127964569256,2,0.397832597838715,0
1,1.19989036698826,1,0.502665914129466,1
0,2.69554017693736,0,0.80237740254961,1
0,2.6797036989592,1,0.382447087438777,0
0,2.05318854190409,0,0.340674457373098,0
0,4.61951186647639,1,0.792987395776436,0
0,2.99332376220264,1,0.647184763336554,0
0,0.603865598095581,0,0.765687107574195,0
0,1.78642957587726,1,0.716472460422665,0
1,4.53907829360105,0,0.268444350222126,1
0,1.8884781235829,2,0.802409821888432,1
0,1.98774201795459,2,0.785001014126465,0
0,4.60783130838536,1,0.902738853590563,0
0,3.72949672280811,1,0.362618632614613,0
0,1.09337450470775,1,0.747944573173299,0
0,0.362113426672295,2,0.773927291855216,1
0,1.98822538601235,0,0.564882334321737,1
0,4.12314005196095,0,0.285420247586444,0
0,4.74026860669255,1,0.880315106362104,0
0,2.09632911719382,2,0.394830944249406,0
0,3.74679589294828,1,0.82300746277906,0
0,0.232831736793742,1,0.726505719358101,1
0,0.080250381724909,1,0.217066591838375,0
1,3.37987004080787,1,0.637287010671571,0
0,2.18797518871725,0,0.522973836865276,0
0,3.75060330959968,3,0.818448334233835,0
0,2.40734483464621,1,0.760909728240222,0
1,2.49061542679556,2,0.897471270291135,0
0,0.0209192163310945,1,0.744365102378651,0
1,1.53355372021906,0,0.0350331163499504,0
0,1.54334563296288,0,0.501396444858983,0
0,1.57795813400298,2,0.527581543894485,1
1,1.48855814011768,1,0.300715115852654,1
0,1.76657916978002,0,0.674001125385985,1
1,4.85439716256224,1,0.346309086540714,0
0,2.27634207811207,1,0.842471695039421,1
1,1.28297942341305,1,0.303703852463514,1
1,3.83091168478131,1,0.55046805809252,1
1,1.69292340986431,2,0.0609480170533061,0
0,2.08195876213722,2,0.769448223523796,0
0,2.69618555204943,0,0.274786607129499,0
1,4.06260499614291,1,0.92617379524745,0
1,4.45212293299846,1,0.081319653429091,0
0,3.86840145918541,0,0.545877163065597,0
0,2.17789775924757,0,0.467716759070754,0
0,2.88724803831428,1,0.734500932972878,1
0,3.32537900074385,0,0.216770703438669,0
0,0.0369743478950113,1,0.568285641493276,1
1,2.0031835034024,0,0.795531659852713,1
0,1.67592867510393,0,0.799402708653361,0
1,3.50899249780923,1,0.798172013834119,1
1,1.27583584282547,1,0.0415539061650634,0
0,2.63275683508255,1,0.10153059894219,0
0,1.04111376567744,0,0.396274916129187,0
1,2.06444252515212,1,0.138250323943794,0
0,4.04401114326902,1,0.267755066044629,0
0,2.51479741069488,1,0.580440457677469,0
1,2.69537645741366,0,0.14310394320637,0
1,3.32410406088457,2,0.00634026969783008,0
0,1.36834901175462,1,0.155534385936335,0
0,2.5420489453245,1,0.83914723363705,0
0,2.62852357351221,2,0.333566716639325,0
0,2.2882444888819,0,0.331475889543071,0
1,4.20380596187897,2,0.059162009973079,0
0,2.92493831831962,2,0.600262676598504,1
0,2.43553859647363,1,0.582972685340792,0
0,3.42785294866189,0,0.977970113046467,0
0,2.01174652087502,1,0.426838314160705,1
1,2.39920869469643,1,0.322716949274763,0
1,3.20375900017098,2,0.077675445470959,0
0,3.54477979941294,1,0.53177300048992,0
0,1.36142893927172,1,0.134568005334586,0
0,3.06574305868708,1,0.932223860174417,0
1,0.163515735184774,0,0.374693657038733,1
1,4.95390358846635,1,0.18282480747439,0
0,4.03676987159997,1,0.659698995761573,0
0,0.154094342142344,2,0.51827477524057,0
0,1.52271808125079,3,0.343778904294595,0
1,1.55395778943785,0,0.047738489927724,0
0,2.16194865526631,0,0.928934364812449,1
0,2.69005491747521,2,0.878834993345663,0
0,2.67921105842106,2,0.667368833441287,0
1,4.46486414643005,1,0.249640128575265,0
0,1.13113039988093,1,0.109671680256724,0
0,2.42225436260924,1,0.938766052946448,0
0,3.92276090569794,1,0.840146736707538,0
1,1.54097608407028,0,0.0727323913015425,0
0,4.46645134012215,1,0.315385293914005,0
0,3.36369900032878,3,0.730052831349894,0
1,4.87086015753448,1,0.00508409296162426,0
1,4.81894059572369,1,0.935819322243333,0
0,4.08526003360748,2,0.598674342734739,0
0,1.45701322238892,1,0.015283219050616,0
0,4.06006100471132,1,0.0253866233397275,0
1,1.89472666475922,1,0.344817680772394,0
0,3.29918968956918,0,0.83053577831015,0
0,1.09482147963718,1,0.438315106322989,0
1,4.4588439015206,0,0.168549231020734,0
1,4.32424411526881,0,0.0494994150940329,0
1,3.29250106005929,0,0.539859146112576,0
1,4.57414649543352,2,0.274550043744966,0
0,4.93758980184793,1,0.0537591697648168,0
0,3.34722741390578,1,0.179766915040091,0
0,2.05863413750194,1,0.698769940296188,0
0,4.63021429022774,0,0.545703855808824,0
0,0.348794716410339,0,0.921784188598394,0
0,2.73510786704719,2,0.347948063630611,0
1,1.34686995763332,0,0.164972328580916,1
0,2.86404196056537,0,0.286171061452478,0
0,1.83344535878859,0,0.469545315718278,0
0,1.30952719715424,1,0.716113666305318,0
0,1.13155290251598,2,0.738564929692075,1
0,2.5635896041058,1,0.315591303398833,0
0,0.685868156142533,2,0.516416377620772,1
1,3.23436819366179,0,0.573739489540458,0
1,3.38692878489383,0,0.183472987730056,0
1,1.02307012188248,1,0.374518455937505,1
1,3.74602926778607,1,0.425323079572991,1
0,0.17260542139411,1,0.829046180704609,1
0,4.79445618344471,1,0.157232061726972,0
0,3.95283280871809,2,0.85194924636744,0
0,0.497153133619577,1,0.864923622226343,0
0,3.72959662694484,1,0.677923957351595,0
1,2.38130820100196,3,0.904323942027986,0
1,4.38075771438889,1,0.403119777329266,0
0,1.97251727222465,0,0.588923887349665,0
0,2.9986823326908,1,0.203545013908297,1
0,0.78720752033405,1,0.768619450274855,0
0,3.64372275886126,1,0.913350016344339,0
1,3.99064980912954,2,0.449941769940779,0
0,2.57797662983648,0,0.318729620659724,0
1,3.92555967788212,1,0.780919896904379,1
0,4.94570310227573,1,0.834754617419094,0
0,0.55605357978493,1,0.298962518107146,0
1,3.90082174097188,2,0.491159634664655,1
0,2.29462120914832,1,0.692016492830589,0
0,3.07295760023408,1,0.302268954226747,0
0,3.59248628490604,1,0.446965753566474,0
1,3.64065811503679,1,0.689229139126837,1
1,3.20041098864749,0,0.278950731037185,0
0,1.50075088720769,2,0.514734507771209,0
1,4.29025151534006,0,0.489026788622141,0
0,4.47056923178025,2,0.982971952529624,0
1,3.38658073567785,0,0.736806423868984,0
0,3.21961262496188,1,0.905021565267816,0
0,4.56423360737972,3,0.492518394021317,0
0,0.0611711910460144,0,0.478172477800399,0
1,1.14528224803507,2,0.531100680585951,0
1,1.47398933535442,3,0.674277056241408,1
0,1.26938282279298,0,0.606513638747856,1
1,3.04821571917273,1,0.311397689860314,0
0,2.41347356932238,1,0.596749811666086,0
0,2.00395435327664,1,0.88753880537115,0
0,3.08106470038183,0,0.847730385139585,0
0,2.01131591224112,1,0.0308108772151172,0
0,3.21340423310176,1,0.751072284998372,1
0,0.965760395629331,2,0.21662081242539,1
1,0.452962685376406,1,0.146471205633134,0
1,0.393503957893699,1,0.0412695198319852,0
0,2.94667968060821,1,0.0759715449530631,1
0,3.55379902524874,0,0.143817667849362,0
0,1.22717079240829,1,0.710195308784023,0
1,0.526355657493696,1,0.318918992532417,1
0,3.43727778526954,1,0.963156680110842,0
0,3.04856973467395,1,0.246442299103364,0
0,1.69461248908192,0,0.957865852629766,0
1,0.586942472727969,2,0.0207606826443225,0
0,3.56745140976273,1,0.577840427169576,1
1,4.89182063029148,1,0.984002607874572,0
1,4.29663085378706,1,0.656502126483247,1
1,1.71195512753911,1,0.236988231539726,0
1,2.50196953769773,0,0.0800869807135314,0
0,2.82010229653679,1,0.49762160773389,1
0,0.894852530909702,1,0.141315445071086,0
0,1.75595557200722,0,0.498580971034244,0
1,2.42392776999623,1,0.161689951317385,0
0,2.90199186420068,0,0.438388577662408,0
0,2.12255833321251,1,0.939169359859079,0
0,3.59449029667303,0,0.554855982540175,0
0,2.63492854079232,2,0.870646473485976,0
0,3.83673536474817,2,0.820939228171483,1
0,3.81141466437839,0,0.723250870127231,0
1,3.68553037871607,2,0.375579761806875,1
0,3.12247811583802,1,0.556876257061958,0
0,1.02165247430094,2,0.813689107308164,0
0,0.232837102375925,0,0.748099691001698,0
0,3.17488966276869,0,0.800191147252917,1
0,0.935643006814644,0,0.843017613282427,0
